"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"5992","RT @HannaLiubakova: Please, pay attention to what happened in #Belarus today.Human rights defenders say more than 700 people were detained…",FALSE,0,NA,2017-03-25 22:28:26,FALSE,NA,"845764340380827649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Inconceivabill",641,TRUE,FALSE,NA,NA
"5993","RT @RonanLTynan: #Lukashenko in power in #Belarus since 1994 - surely nothing illustrates how out of touch than Marie Antoinette Syndrome t…",FALSE,0,NA,2017-03-25 22:28:21,FALSE,NA,"845764316410368001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nevercall_Sim",7,TRUE,FALSE,NA,NA
"5994","RT @LinkeviciusL: Condemn brutal oppressions against peaceful rally in #Minsk &amp;call BY authorities 2stop persecution of its people. Freedom…",FALSE,0,NA,2017-03-25 22:28:13,FALSE,NA,"845764285062172674",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MalnarMario",67,TRUE,FALSE,NA,NA
"5995","#Weather in #Minsk, Belarus #Tomorrow: M Cloudy; Temperature: 7°C; #Night: 1°C",FALSE,0,NA,2017-03-25 22:28:12,FALSE,NA,"845764281136287746",NA,"<a href=""http://twitterbrooks.com/weather-tomorrow/"" rel=""nofollow"">Weather Tomorrow</a>","MinskWeatherTom",0,FALSE,FALSE,NA,NA
"5996","#Weather in #Minsk, Belarus #Today: Snow Early; Temperature: 1°C; #Tonight: -1°C",FALSE,0,NA,2017-03-25 22:28:12,FALSE,NA,"845764280339353600",NA,"<a href=""http://twitterbrooks.com/weather-today/"" rel=""nofollow"">Weather Today</a>","WeatherInMinskT",0,FALSE,FALSE,NA,NA
"5997","#Weather in #Minsk, Belarus #Now: Light Snow; Temperature: 2°C; Pressure: 29.94""; Humidity: 93%",FALSE,0,NA,2017-03-25 22:28:11,FALSE,NA,"845764277629829121",NA,"<a href=""http://twitterbrooks.com/weather-now/"" rel=""nofollow"">Weather Now</a>","WeatherInMinsk",0,FALSE,FALSE,NA,NA
"5998","RT @potashnikov: <U+0422><U+0430><U+043A><U+043E><U+0439> <U+0436><U+0435><U+0441><U+0442><U+0438> <U+0434><U+0430><U+0432><U+043D><U+043E> <U+043D><U+0435> <U+0432><U+0438><U+0434><U+0435><U+043B>, <U+0442><U+043E><U+0447><U+043D><U+0435><U+0435> <U+043D><U+0438><U+043A><U+043E><U+0433><U+0434><U+0430> #<U+0434><U+0435><U+043D><U+044C><U+0432><U+043E><U+043B><U+0438> #<U+0431><U+0435><U+043B><U+0430><U+0440><U+0443><U+0441><U+044C> #<U+043C><U+0438><U+043D><U+0441><U+043A> #minsk #belarus https://t.co/xymR4FAJ76",FALSE,0,NA,2017-03-25 22:28:08,FALSE,NA,"845764261867655168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","imploo",48,TRUE,FALSE,NA,NA
"5999","Ppl shocked by #Lukashenka, but seriously, what to expect from a man who locked up his wife/ son's mother in a psychiatric hospital? #Minsk",FALSE,0,NA,2017-03-25 22:28:00,FALSE,NA,"845764228321501186",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thetetractys",0,FALSE,FALSE,NA,NA
"6000","RT @EuromaidanPress: Result of #FreedomDay demos in #Belarus:
Up to 1000 people;
35 journalists;
57 human rights activists were detained
ht…",FALSE,0,NA,2017-03-25 22:27:59,FALSE,NA,"845764225536610304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheApilas",57,TRUE,FALSE,NA,NA
"6001","RT @bel_fayette: <U+0427><U+0442><U+043E><U+0431><U+044B> <U+0432><U+0441><U+0435> <U+0432><U+0438><U+0434><U+0435><U+043B><U+0438> <U+0438> <U+0437><U+043D><U+0430><U+043B><U+0438>,<U+0447><U+0442><U+043E> <U+0441><U+0435><U+0433><U+043E><U+0434><U+043D><U+044F> <U+0432><U+044B><U+0448><U+043B><U+0438> <U+043E><U+0431><U+044B><U+0447><U+043D><U+044B><U+0435> <U+0433><U+0440><U+0430><U+0436><U+0434><U+0430><U+043D><U+0435> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0438> <U+0411><U+0435><U+043B><U+0430><U+0440><U+0443><U+0441><U+044C>! #<U+0434><U+0435><U+043D><U+044C><U+0432><U+043E><U+043B><U+0438> #<U+0434><U+0437><U+0435><U+043D><U+044C><U+0432><U+043E><U+043B><U+0456> #25<U+0441><U+0430><U+043A><U+0430><U+0432><U+0456><U+043A><U+0430> #belarus…",FALSE,0,NA,2017-03-25 22:27:47,FALSE,NA,"845764174575800320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","istoichieva",54,TRUE,FALSE,NA,NA
